"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","Clicks","Impressions","CTR","Position","URL Encoded Address","Crawl Timestamp"
"https://www.lightchiropractic.sg/light-chiropractic-review-running-lower-back-pain/","text/html; charset=UTF-8","200","OK","Indexable","","Light Chiropractic Review: Running & Lower Back Pain - Light Chiropractic","73","653","Light Chiropractic Review: Running & Lower Back Pain - Light Chiropractic","73","653","","0","0","","","Light Chiropractic Review: Running & Lower Back Pain","52","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/light-chiropractic-review-running-lower-back-pain/","","","","","","","631","","2","","4","2","0","1.900","33","27","0","7","7","0","","0","","","7435a4a62b0d8ea8cd0c1093c9da7314","","","","","","1.1","0","12","0.000","21.420","https://www.lightchiropractic.sg/light-chiropractic-review-running-lower-back-pain/","2022-11-17 09:49:02"
"https://www.lightchiropractic.sg/how-chiropractors-can-help-improve-the-quality-of-your-life/","text/html; charset=UTF-8","200","OK","Indexable","","How Chiropractors Can Help Improve The Quality Of Your Life - Light Chiropractic","80","721","How Chiropractors Can Help Improve The Quality Of Your Life - Light Chiropractic","80","721","","0","0","","","How Chiropractors Can Help Improve The Quality Of Your Life","59","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/how-chiropractors-can-help-improve-the-quality-of-your-life/","","","","","","","608","","2","","4","2","0","1.900","33","27","0","7","7","0","","0","","","482b901da0d2d245bbf99ff2a373da1e","","","","","","1.1","0","23","0.000","56.610","https://www.lightchiropractic.sg/how-chiropractors-can-help-improve-the-quality-of-your-life/","2022-11-17 09:49:03"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/the-benefits-of-getting-regular-chiropractic-adjustments.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/the-benefits-of-getting-regular-chiropractic-adjustments.jpg","2022-11-17 09:49:05"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/how-chiropractors-can-help-improve-the-quality-of-your-life.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/how-chiropractors-can-help-improve-the-quality-of-your-life.jpg","2022-11-17 09:49:05"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/light-chiropractic-review-on-avoiding-swimming-injuries.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/light-chiropractic-review-on-avoiding-swimming-injuries.jpg","2022-11-17 09:49:06"
"https://www.lightchiropractic.sg/blog/page/2/","text/html; charset=UTF-8","200","OK","Indexable","","Blog | Light Chiropractic","25","212","Blog | Light Chiropractic","25","212","Click to find out what our team at Light Chiropractic has to say about treatment for conditions like back and neck pain, headaches and more.","140","866","","","Light Chiropractic Blog","23","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/blog/page/2/","","","","","","","449","","2","","6","4","0","3.810","79","41","0","4","4","0","","0","","","57736e5940c0f2439c637b226c212f5e","","","","","","1.1","","","","","https://www.lightchiropractic.sg/blog/page/2/","2022-11-17 09:49:05"
"https://www.lightchiropractic.sg/light-chiropractic-review-link-between-yoga-chiropractic/","text/html; charset=UTF-8","200","OK","Indexable","","Light Chiropractic Review: Link Between Yoga & Chiropractic - Light Chiropractic","80","711","Light Chiropractic Review: Link Between Yoga & Chiropractic - Light Chiropractic","80","711","","0","0","","","Light Chiropractic Review: Link Between Yoga & Chiropractic","59","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/light-chiropractic-review-link-between-yoga-chiropractic/","","","","","","","607","","2","","4","2","0","1.900","33","27","0","7","7","0","","0","","","fd111a22b40825d0ad2dd0eb9ee8f382","","","","","","1.1","0","360","0.000","40.550","https://www.lightchiropractic.sg/light-chiropractic-review-link-between-yoga-chiropractic/","2022-11-17 09:49:05"
"https://www.lightchiropractic.sg/how-to-find-the-best-chiropractor/","text/html; charset=UTF-8","200","OK","Indexable","","How To Find The Best Chiropractor - Light Chiropractic","54","485","How To Find The Best Chiropractor - Light Chiropractic","54","485","","0","0","","","How To Find The Best Chiropractor","33","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/how-to-find-the-best-chiropractor/","","","","","","","602","","2","","4","2","0","1.900","34","27","0","5","5","0","","0","","","63904a8f92cfa2d34cddee388caa2cdd","","","","","","1.1","0","28","0.000","56.070","https://www.lightchiropractic.sg/how-to-find-the-best-chiropractor/","2022-11-17 09:49:05"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/light-chiropractic-review-running-lower-back-Pain.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/light-chiropractic-review-running-lower-back-Pain.jpg","2022-11-17 09:49:09"
"https://www.lightchiropractic.sg/blog/page/3/","text/html; charset=UTF-8","200","OK","Indexable","","Blog | Light Chiropractic","25","212","Blog | Light Chiropractic","25","212","Click to find out what our team at Light Chiropractic has to say about treatment for conditions like back and neck pain, headaches and more.","140","866","","","Light Chiropractic Blog","23","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/blog/page/3/","","","","","","","435","","2","","7","5","0","4.760","80","42","0","4","4","0","","0","","","da42af1691d117d3375129ceabd67a3f","","","","","","1.1","","","","","https://www.lightchiropractic.sg/blog/page/3/","2022-11-17 09:49:06"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/how-to-find-the-best-chiropractor.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/how-to-find-the-best-chiropractor.jpg","2022-11-17 09:49:09"
"https://www.lightchiropractic.sg/blog/page/6/","text/html; charset=UTF-8","200","OK","Indexable","","Blog | Light Chiropractic","25","212","Blog | Light Chiropractic","25","212","Click to find out what our team at Light Chiropractic has to say about treatment for conditions like back and neck pain, headaches and more.","140","866","","","Light Chiropractic Blog","23","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/blog/page/6/","","","","","","","346","","2","","7","6","0","5.710","59","37","0","4","4","0","","0","","","c55b9b7704397e4e68a0b7a6ea1518ec","","","","","","1.1","","","","","https://www.lightchiropractic.sg/blog/page/6/","2022-11-17 09:49:07"
"https://www.lightchiropractic.sg/staying-fit-and-healthy-while-working-behind-the-desk/","text/html; charset=UTF-8","200","OK","Indexable","","Staying Fit and Healthy While Working Behind The Desk - Light Chiropractic","74","666","Staying Fit and Healthy While Working Behind The Desk - Light Chiropractic","74","666","","0","0","","","Staying Fit and Healthy While Working Behind The Desk","53","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/staying-fit-and-healthy-while-working-behind-the-desk/","","","","","","","627","","2","","4","2","0","1.900","33","27","0","6","6","0","","0","","","1e9292d6ed9b4138dcc63d93f8e70614","","","","","","1.1","0","2","0.000","50.500","https://www.lightchiropractic.sg/staying-fit-and-healthy-while-working-behind-the-desk/","2022-11-17 09:49:09"
"https://www.lightchiropractic.sg/author/theo-kieu/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","1","1","0","0.950","0","0","0","0","0","0","","","","","","","","https://www.lightchiropractic.sg/","HTTP Redirect","","1.1","","","","","https://www.lightchiropractic.sg/author/theo-kieu/","2022-11-17 09:49:10"
"https://www.lightchiropractic.sg/light-chiropractic-review-on-avoiding-swimming-injuries/","text/html; charset=UTF-8","200","OK","Indexable","","Light Chiropractic Review On Avoiding Swimming Injuries - Light Chiropractic","76","683","Light Chiropractic Review On Avoiding Swimming Injuries - Light Chiropractic","76","683","","0","0","","","Light Chiropractic Review On Avoiding Swimming Injuries","55","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/light-chiropractic-review-on-avoiding-swimming-injuries/","","","","","","","644","","2","","4","2","0","1.900","33","27","0","7","7","0","","0","","","dca3351d49b1dca49c9d5f364eb5c66e","","","","","","1.1","0","88","0.000","40.750","https://www.lightchiropractic.sg/light-chiropractic-review-on-avoiding-swimming-injuries/","2022-11-17 09:49:09"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/image-7.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/image-7.png","2022-11-17 09:49:11"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/image-2-1.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/image-2-1.png","2022-11-17 09:49:11"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/skeleton-3d-pain-back-1.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/skeleton-3d-pain-back-1.png","2022-11-17 09:49:12"
"https://www.lightchiropractic.sg/the-benefits-of-getting-regular-chiropractic-adjustments/","text/html; charset=UTF-8","200","OK","Indexable","","The Benefits Of Getting Regular Chiropractic Adjustments - Light Chiropractic","77","689","The Benefits Of Getting Regular Chiropractic Adjustments - Light Chiropractic","77","689","","0","0","","","The Benefits Of Getting Regular Chiropractic Adjustments","56","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/the-benefits-of-getting-regular-chiropractic-adjustments/","","","","","","","660","","2","","4","2","0","1.900","33","27","0","7","7","0","","0","","","95f7e544d25f256fcbedf1ae4e8d386b","","","","","","1.1","1","1975","0.000","57.260","https://www.lightchiropractic.sg/the-benefits-of-getting-regular-chiropractic-adjustments/","2022-11-17 09:49:09"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/image-6.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/image-6.png","2022-11-17 09:49:12"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/07/close-up-man-with-neck-pain.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/07/close-up-man-with-neck-pain.jpg","2022-11-17 09:49:21"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/07/neck-treatment-singapore-woman-chiropractor.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/07/neck-treatment-singapore-woman-chiropractor.jpg","2022-11-17 09:49:21"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/07/upper-cervical-spine-diagram-chiropractic-care.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/07/upper-cervical-spine-diagram-chiropractic-care.jpg","2022-11-17 09:49:22"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/close-up-man-rubbing-his-painful-back-isolated-white-background.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/close-up-man-rubbing-his-painful-back-isolated-white-background.png","2022-11-17 09:49:22"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/Img-8.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/Img-8.png","2022-11-17 09:49:22"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/Img-3-1.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/Img-3-1.png","2022-11-17 09:49:23"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/img-6.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/img-6.png","2022-11-17 09:49:25"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/Img-7.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/Img-7.png","2022-11-17 09:49:25"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/05/female-neck-adjustment-dr-theo-singapore-chiropractor.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/05/female-neck-adjustment-dr-theo-singapore-chiropractor.jpg","2022-11-17 09:49:29"
"https://www.lightchiropractic.sg/wp-content/uploads/2021/12/reasons-to-consider-chiropractic-therapy.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2021/12/reasons-to-consider-chiropractic-therapy.jpg","2022-11-17 09:49:30"
"https://www.lightchiropractic.sg/wp-content/uploads/2021/12/singapore-chiropractor-theo-kieu-neck-adjustment.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2021/12/singapore-chiropractor-theo-kieu-neck-adjustment.jpg","2022-11-17 09:49:31"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/05/child-chiropractor-treatment-dr-theo-singapore.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/05/child-chiropractor-treatment-dr-theo-singapore.jpg","2022-11-17 09:49:32"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/05/happy-healthy-girl-sitting.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/05/happy-healthy-girl-sitting.jpg","2022-11-17 09:49:32"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/thinkstockphotos-480125956-1-1.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/thinkstockphotos-480125956-1-1.png","2022-11-17 09:49:32"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/05/woman-meditating-near-lake.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/05/woman-meditating-near-lake.jpg","2022-11-17 09:49:36"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/good-chiropractor-in-singapore.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/good-chiropractor-in-singapore.png","2022-11-17 09:49:36"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/08/professional-female-chiropractor-giving-shoulder-pain-chiropractic-treatment.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/08/professional-female-chiropractor-giving-shoulder-pain-chiropractic-treatment.jpg","2022-11-17 09:49:36"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/08/shoulder-pain-chiropractic-treatment-blonde-man.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/08/shoulder-pain-chiropractic-treatment-blonde-man.jpg","2022-11-17 09:49:36"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/Img-4-1.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/Img-4-1.png","2022-11-17 09:49:37"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/img-10.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/img-10.png","2022-11-17 09:49:36"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/Img-11.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/Img-11.png","2022-11-17 09:49:37"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/woman-with-headache-taking-glass-water.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/woman-with-headache-taking-glass-water.png","2022-11-17 09:49:39"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/Img-9.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/Img-9.png","2022-11-17 09:49:39"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/Mask-Group-3.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/Mask-Group-3.png","2022-11-17 09:49:39"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/young-unshaven-stressful-man-suffers-from-headache-keeps-hands-temples-clenches-teeth-has-terrible-pain-closes-eyes.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/young-unshaven-stressful-man-suffers-from-headache-keeps-hands-temples-clenches-teeth-has-terrible-pain-closes-eyes.png","2022-11-17 09:49:39"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/1-2.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/1-2.png","2022-11-17 09:49:39"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/Img-1.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/Img-1.png","2022-11-17 09:49:40"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/Img-3.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/Img-3.png","2022-11-17 09:49:41"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/img-2.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/img-2.png","2022-11-17 09:49:41"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/05/Beezy-scaled.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/05/Beezy-scaled.jpg","2022-11-17 09:49:42"
"https://www.lightchiropractic.sg/wp-content/uploads/2019/03/the-benefits-of-getting-regular-chiropractic-adjustments.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2019/03/the-benefits-of-getting-regular-chiropractic-adjustments.jpg","2022-11-17 09:49:42"
"https://www.lightchiropractic.sg/wp-content/uploads/2019/02/light-chiropractic-review-on-avoiding-swimming-injuries.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2019/02/light-chiropractic-review-on-avoiding-swimming-injuries.jpg","2022-11-17 09:49:42"
"https://www.lightchiropractic.sg/wp-content/uploads/2019/03/staying-fit-and-healthy-while-working-behind-the-desk.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2019/03/staying-fit-and-healthy-while-working-behind-the-desk.jpg","2022-11-17 09:49:43"
"https://www.lightchiropractic.sg/wp-content/uploads/2022/04/what-to-expect-during-your-first-chiropractic-session.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","","","0","","0","","","","","","","","","","","","","0","","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","1.1","","","","","https://www.lightchiropractic.sg/wp-content/uploads/2022/04/what-to-expect-during-your-first-chiropractic-session.jpg","2022-11-17 09:49:46"
"https://www.lightchiropractic.sg/neck-pain-can-real-pain-neck/","text/html; charset=UTF-8","200","OK","Indexable","","Neck pain can be a Real pain in the neck! - Light Chiropractic","62","536","Neck pain can be a Real pain in the neck! - Light Chiropractic","62","536","","0","0","","","Neck pain can be a Real pain in the neck!","41","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/neck-pain-can-real-pain-neck/","","","","","","","504","","3","","3","2","0","1.900","33","27","0","5","5","0","","0","","","703dfbc202a7e9ef36e977e2bdc93555","","","","","","1.1","0","5","0.000","40.200","https://www.lightchiropractic.sg/neck-pain-can-real-pain-neck/","2022-11-17 09:49:46"
"https://www.lightchiropractic.sg/tension-headaches/","text/html; charset=UTF-8","200","OK","Indexable","","Tension Headaches - Light Chiropractic","38","350","Tension Headaches - Light Chiropractic","38","350","","0","0","","","Tension Headaches","17","","0","","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.lightchiropractic.sg/tension-headaches/","","","","","","","1178","","3","","3","2","0","1.900","33","27","0","4","4","0","","0","","","aecfcb11b508cd7b78fa70de4c648420","","","","","","1.1","0","5","0.000","9.200","https://www.lightchiropractic.sg/tension-headaches/","2022-11-17 09:49:46"
